step_train_loss,epoch,step,val_loss,epoch_train_loss,test_loss
0.9985598534365026,0,49,,,
0.9986412502114932,0,99,,,
0.9988345701520974,0,149,,,
0.9972670503995049,0,199,,,
0.9981165354151353,0,249,,,
0.998233309813317,0,299,,,
0.9971972063646478,0,349,,,
0.9978717699394942,0,399,,,
0.9984357475446811,0,449,,,
0.9989243456124527,0,499,,,
0.9960386529275297,0,549,,,
0.9969968883624515,0,599,,,
0.997079871441688,0,649,,,
0.9964880527375464,0,699,,,
0.9955678017152538,0,749,,,
0.9957836190824493,0,799,,,
0.9940268108405796,0,849,,,
0.9922842548733717,0,899,,,
0.9919267077527764,0,949,,,
0.9948001308384465,0,999,,,
0.994688124960868,0,1049,,,
0.9846254277661912,0,1099,,,
0.9988406232094098,0,1149,,,
0.9982640662002331,0,1199,,,
0.9903769137293245,0,1249,,,
0.994564055626928,0,1299,,,
0.9589687222990857,0,1349,,,
0.9793205502614095,0,1399,,,
0.9939542936240311,0,1449,,,
,0,1492,0.9495944380760193,,
,0,1493,,0.9939398765563965,
0.9855103783068454,1,1542,,,
0.9511748705128776,1,1592,,,
0.9398810838058765,1,1642,,,
0.9500030361200579,1,1692,,,
0.9982975300707377,1,1742,,,
0.9811826026756154,1,1792,,,
0.9554153390824326,1,1842,,,
0.9665947584914265,1,1892,,,
0.9630907847123943,1,1942,,,
0.9463461593287187,1,1992,,,
0.9389104383579336,1,2042,,,
0.9622581197862906,1,2092,,,
0.9584508006909253,1,2142,,,
0.8879219467646509,1,2192,,,
0.9644308735583768,1,2242,,,
0.984109858363547,1,2292,,,
0.9968333432639724,1,2342,,,
0.99675693008401,1,2392,,,
0.8848798997806104,1,2442,,,
0.9063641437991241,1,2492,,,
0.9311514578158235,1,2542,,,
0.9649681483354763,1,2592,,,
0.9961695184353067,1,2642,,,
0.9546527821658931,1,2692,,,
0.9229763751507157,1,2742,,,
0.9399737968688298,1,2792,,,
0.9445459861172083,1,2842,,,
0.7643483710155151,1,2892,,,
0.9963068715281146,1,2942,,,
,1,2985,0.7438796162605286,,
,1,2986,,0.9468463659286499,
0.9413246678491194,2,3035,,,
0.9972743333382955,2,3085,,,
0.9095681730126655,2,3135,,,
0.9966897349330254,2,3185,,,
0.9966553903687525,2,3235,,,
0.997463014613358,2,3285,,,
0.996214087977407,2,3335,,,
0.9961772790657082,2,3385,,,
0.8498011589662603,2,3435,,,
0.7958778811463283,2,3485,,,
0.8249156611612268,2,3535,,,
0.9518007779324739,2,3585,,,
0.9126146202009909,2,3635,,,
0.8641777899001843,2,3685,,,
0.9960764062601986,2,3735,,,
0.9113623731529714,2,3785,,,
0.8361959936368251,2,3835,,,
0.8887021838842292,2,3885,,,
0.9405382493343473,2,3935,,,
0.9525620099163653,2,3985,,,
0.9038597603915536,2,4035,,,
0.899334597969049,2,4085,,,
0.8600771264635351,2,4135,,,
0.8053919540975693,2,4185,,,
0.7600958346835923,2,4235,,,
0.9965999065427525,2,4285,,,
0.8713187241924579,2,4335,,,
0.9355953687757959,2,4385,,,
0.9959662364715177,2,4435,,,
,2,4478,0.6644449234008789,,
,2,4479,,0.9169370532035828,
0.715745419980133,3,4528,,,
0.6936124595736826,3,4578,,,
0.8618038599633463,3,4628,,,
0.8943524145701148,3,4678,,,
0.9959838079441453,3,4728,,,
0.9876287610209221,3,4778,,,
0.9483320075886595,3,4828,,,
0.9227406420695499,3,4878,,,
0.8382947962895473,3,4928,,,
0.9332009656162152,3,4978,,,
0.8342178163024677,3,5028,,,
0.8832630997604968,3,5078,,,
0.8629302348759074,3,5128,,,
0.9922088104448571,3,5178,,,
0.8942029821435911,3,5228,,,
0.9467999853517571,3,5278,,,
0.9161136191552433,3,5328,,,
0.8750222764653377,3,5378,,,
0.9963865350124349,3,5428,,,
0.9240537373997858,3,5478,,,
0.9963144322254761,3,5528,,,
0.903120178664392,3,5578,,,
0.9605555161910798,3,5628,,,
0.8671754694815814,3,5678,,,
0.9408821190446269,3,5728,,,
0.8511204624472808,3,5778,,,
0.9545296487977346,3,5828,,,
0.996554210929966,3,5878,,,
0.9489068246985589,3,5928,,,
,3,5971,0.6433631777763367,,
,3,5972,,0.9076560735702515,
0.8722577350130019,4,6021,,,
0.9944688308455853,4,6071,,,
0.8654344807257481,4,6121,,,
0.9007876428121102,4,6171,,,
0.8580427150618013,4,6221,,,
0.9247862192107665,4,6271,,,
0.7658596313611754,4,6321,,,
0.9544353843937808,4,6371,,,
0.842616256899442,4,6421,,,
0.7771242281714413,4,6471,,,
0.9006151678894838,4,6521,,,
0.9124473224860722,4,6571,,,
0.8609132259715631,4,6621,,,
0.8098602303538999,4,6671,,,
0.8920569732726193,4,6721,,,
0.8776586174032508,4,6771,,,
0.8394107984370138,4,6821,,,
0.8677756686496135,4,6871,,,
0.9830473342067562,4,6921,,,
0.9311589223897495,4,6971,,,
0.8271274554488681,4,7021,,,
0.8752930453878335,4,7071,,,
0.9738751513040487,4,7121,,,
0.9013916864009986,4,7171,,,
0.8174949012334896,4,7221,,,
0.8599723949046445,4,7271,,,
0.9465415419369654,4,7321,,,
0.862868543622769,4,7371,,,
0.9923852437662335,4,7421,,,
,4,7464,0.6309801340103149,,
,4,7465,,0.9033651351928711,
,4,7465,,,0.9991360902786255
